, LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
1931,CN3708500000000,37,85,"Harnett County, NC",,,,
1932,CN3708700000000,37,87,"Haywood County, NC",,,,
1933,CN3708900000000,37,89,"Henderson County, NC",,,,
1934,CN3709100000000,37,91,"Hertford County, NC",,,,
1935,CN3709300000000,37,93,"Hoke County, NC",,,,
1936,CN3709500000000,37,95,"Hyde County, NC",,,,
1937,CN3709700000000,37,97,"Iredell County, NC",,,,
1938,CN3709900000000,37,99,"Jackson County, NC",,,,
1939,CN3710100000000,37,101,"Johnston County, NC",,,,
1940,CN3710300000000,37,103,"Jones County, NC",,,,
1941,CN3710500000000,37,105,"Lee County, NC",,,,
1942,CN3710700000000,37,107,"Lenoir County, NC",,,,
1943,CN3710900000000,37,109,"Lincoln County, NC",,,,
1944,CN3711100000000,37,111,"McDowell County, NC",,,,
1945,CN3711300000000,37,113,"Macon County, NC",,,,
1946,CN3711500000000,37,115,"Madison County, NC",,,,
1947,CN3711700000000,37,117,"Martin County, NC",,,,
1948,CN3711900000000,37,119,"Mecklenburg County, NC",,,,
1949,CN3712100000000,37,121,"Mitchell County, NC",,,,
1950,CN3712300000000,37,123,"Montgomery County, NC",,,,
1951,CN3712500000000,37,125,"Moore County, NC",,,,
1952,CN3712700000000,37,127,"Nash County, NC",,,,
1953,CN3712900000000,37,129,"New Hanover County, NC",,,,
1954,CN3713100000000,37,131,"Northampton County, NC",,,,
1955,CN3713300000000,37,133,"Onslow County, NC",,,,
1956,CN3713500000000,37,135,"Orange County, NC",,,,
1957,CN3713700000000,37,137,"Pamlico County, NC",,,,
1958,CN3713900000000,37,139,"Pasquotank County, NC",,,,
1959,CN3714100000000,37,141,"Pender County, NC",,,,
1960,CN3714300000000,37,143,"Perquimans County, NC",,,,
1961,CN3714500000000,37,145,"Person County, NC",,,,
1962,CN3714700000000,37,147,"Pitt County, NC",,,,
1963,CN3714900000000,37,149,"Polk County, NC",,,,
1964,CN3715100000000,37,151,"Randolph County, NC",,,,
1965,CN3715300000000,37,153,"Richmond County, NC",,,,
1966,CN3715500000000,37,155,"Robeson County, NC",,,,
1967,CN3715700000000,37,157,"Rockingham County, NC",,,,
1968,CN3715900000000,37,159,"Rowan County, NC",,,,
1969,CN3716100000000,37,161,"Rutherford County, NC",,,,
1970,CN3716300000000,37,163,"Sampson County, NC",,,,
1971,CN3716500000000,37,165,"Scotland County, NC",,,,
1972,CN3716700000000,37,167,"Stanly County, NC",,,,
1973,CN3716900000000,37,169,"Stokes County, NC",,,,
1974,CN3717100000000,37,171,"Surry County, NC",,,,
1975,CN3717300000000,37,173,"Swain County, NC",,,,
1976,CN3717500000000,37,175,"Transylvania County, NC",,,,
1977,CN3717700000000,37,177,"Tyrrell County, NC",,,,
1978,CN3717900000000,37,179,"Union County, NC",,,,
1979,CN3718100000000,37,181,"Vance County, NC",,,,
1980,CN3718300000000,37,183,"Wake County, NC",,,,
1981,CN3718500000000,37,185,"Warren County, NC",,,,
1982,CN3718700000000,37,187,"Washington County, NC",,,,
1983,CN3718900000000,37,189,"Watauga County, NC",,,,
1984,CN3719100000000,37,191,"Wayne County, NC",,,,
1985,CN3719300000000,37,193,"Wilkes County, NC",,,,
1986,CN3719500000000,37,195,"Wilson County, NC",,,,
1987,CN3719700000000,37,197,"Yadkin County, NC",,,,
1988,CN3719900000000,37,199,"Yancey County, NC",,,,
1989,CN3800100000000,38,1,"Adams County, ND",,,,
1990,CN3800300000000,38,3,"Barnes County, ND",,,,
1991,CN3800500000000,38,5,"Benson County, ND",,,,
1992,CN3800700000000,38,7,"Billings County, ND",,,,
1993,CN3800900000000,38,9,"Bottineau County, ND",,,,
1994,CN3801100000000,38,11,"Bowman County, ND",,,,
1995,CN3801300000000,38,13,"Burke County, ND",,,,
1996,CN3801500000000,38,15,"Burleigh County, ND",,,,
1997,CN3801700000000,38,17,"Cass County, ND",,,,
1998,CN3801900000000,38,19,"Cavalier County, ND",,,,
1999,CN3802100000000,38,21,"Dickey County, ND",,,,
2000,CN3802300000000,38,23,"Divide County, ND",,,,
2001,CN3802500000000,38,25,"Dunn County, ND",,,,
2002,CN3802700000000,38,27,"Eddy County, ND",,,,
2003,CN3802900000000,38,29,"Emmons County, ND",,,,
2004,CN3803100000000,38,31,"Foster County, ND",,,,
2005,CN3803300000000,38,33,"Golden Valley County, ND",,,,
2006,CN3803500000000,38,35,"Grand Forks County, ND",,,,
2007,CN3803700000000,38,37,"Grant County, ND",,,,
2008,CN3803900000000,38,39,"Griggs County, ND",,,,
2009,CN3804100000000,38,41,"Hettinger County, ND",,,,
2010,CN3804300000000,38,43,"Kidder County, ND",,,,
2011,CN3804500000000,38,45,"LaMoure County, ND",,,,
2012,CN3804700000000,38,47,"Logan County, ND",,,,
2013,CN3804900000000,38,49,"McHenry County, ND",,,,
2014,CN3805100000000,38,51,"McIntosh County, ND",,,,
2015,CN3805300000000,38,53,"McKenzie County, ND",,,,
2016,CN3805500000000,38,55,"McLean County, ND",,,,
2017,CN3805700000000,38,57,"Mercer County, ND",,,,
2018,CN3805900000000,38,59,"Morton County, ND",,,,
2019,CN3806100000000,38,61,"Mountrail County, ND",,,,
2020,CN3806300000000,38,63,"Nelson County, ND",,,,
2021,CN3806500000000,38,65,"Oliver County, ND",,,,
2022,CN3806700000000,38,67,"Pembina County, ND",,,,
2023,CN3806900000000,38,69,"Pierce County, ND",,,,
2024,CN3807100000000,38,71,"Ramsey County, ND",,,,
2025,CN3807300000000,38,73,"Ransom County, ND",,,,
2026,CN3807500000000,38,75,"Renville County, ND",,,,
2027,CN3807700000000,38,77,"Richland County, ND",,,,
2028,CN3807900000000,38,79,"Rolette County, ND",,,,
2029,CN3808100000000,38,81,"Sargent County, ND",,,,
2030,CN3808300000000,38,83,"Sheridan County, ND",,,,
2031,CN3808500000000,38,85,"Sioux County, ND",,,,
2032,CN3808700000000,38,87,"Slope County, ND",,,,
2033,CN3808900000000,38,89,"Stark County, ND",,,,
2034,CN3809100000000,38,91,"Steele County, ND",,,,
2035,CN3809300000000,38,93,"Stutsman County, ND",,,,
2036,CN3809500000000,38,95,"Towner County, ND",,,,
2037,CN3809700000000,38,97,"Traill County, ND",,,,
2038,CN3809900000000,38,99,"Walsh County, ND",,,,
2039,CN3810100000000,38,101,"Ward County, ND",,,,
2040,CN3810300000000,38,103,"Wells County, ND",,,,
2041,CN3810500000000,38,105,"Williams County, ND",,,,
2042,CN3900100000000,39,1,"Adams County, OH",,,,
2043,CN3900300000000,39,3,"Allen County, OH",,,,
2044,CN3900500000000,39,5,"Ashland County, OH",,,,
2045,CN3900700000000,39,7,"Ashtabula County, OH",,,,
2046,CN3900900000000,39,9,"Athens County, OH",,,,
2047,CN3901100000000,39,11,"Auglaize County, OH",,,,
2048,CN3901300000000,39,13,"Belmont County, OH",,,,
2049,CN3901500000000,39,15,"Brown County, OH",,,,
2050,CN3901700000000,39,17,"Butler County, OH",,,,
2051,CN3901900000000,39,19,"Carroll County, OH",,,,
2052,CN3902100000000,39,21,"Champaign County, OH",,,,
2053,CN3902300000000,39,23,"Clark County, OH",,,,
2054,CN3902500000000,39,25,"Clermont County, OH",,,,
2055,CN3902700000000,39,27,"Clinton County, OH",,,,
2056,CN3902900000000,39,29,"Columbiana County, OH",,,,
2057,CN3903100000000,39,31,"Coshocton County, OH",,,,
2058,CN3903300000000,39,33,"Crawford County, OH",,,,
2059,CN3903500000000,39,35,"Cuyahoga County, OH",,,,
2060,CN3903700000000,39,37,"Darke County, OH",,,,
2061,CN3903900000000,39,39,"Defiance County, OH",,,,
2062,CN3904100000000,39,41,"Delaware County, OH",,,,
2063,CN3904300000000,39,43,"Erie County, OH",,,,
2064,CN3904500000000,39,45,"Fairfield County, OH",,,,
2065,CN3904700000000,39,47,"Fayette County, OH",,,,
2066,CN3904900000000,39,49,"Franklin County, OH",,,,
2067,CN3905100000000,39,51,"Fulton County, OH",,,,
2068,CN3905300000000,39,53,"Gallia County, OH",,,,
2069,CN3905500000000,39,55,"Geauga County, OH",,,,
2070,CN3905700000000,39,57,"Greene County, OH",,,,
2071,CN3905900000000,39,59,"Guernsey County, OH",,,,
2072,CN3906100000000,39,61,"Hamilton County, OH",,,,
2073,CN3906300000000,39,63,"Hancock County, OH",,,,
2074,CN3906500000000,39,65,"Hardin County, OH",,,,
2075,CN3906700000000,39,67,"Harrison County, OH",,,,
2076,CN3906900000000,39,69,"Henry County, OH",,,,
2077,CN3907100000000,39,71,"Highland County, OH",,,,
2078,CN3907300000000,39,73,"Hocking County, OH",,,,
2079,CN3907500000000,39,75,"Holmes County, OH",,,,
2080,CN3907700000000,39,77,"Huron County, OH",,,,
2081,CN3907900000000,39,79,"Jackson County, OH",,,,
2082,CN3908100000000,39,81,"Jefferson County, OH",,,,
2083,CN3908300000000,39,83,"Knox County, OH",,,,
2084,CN3908500000000,39,85,"Lake County, OH",,,,
2085,CN3908700000000,39,87,"Lawrence County, OH",,,,
2086,CN3908900000000,39,89,"Licking County, OH",,,,
2087,CN3909100000000,39,91,"Logan County, OH",,,,
2088,CN3909300000000,39,93,"Lorain County, OH",,,,
2089,CN3909500000000,39,95,"Lucas County, OH",,,,
2090,CN3909700000000,39,97,"Madison County, OH",,,,
2091,CN3909900000000,39,99,"Mahoning County, OH",,,,
2092,CN3910100000000,39,101,"Marion County, OH",,,,
2093,CN3910300000000,39,103,"Medina County, OH",,,,
2094,CN3910500000000,39,105,"Meigs County, OH",,,,
2095,CN3910700000000,39,107,"Mercer County, OH",,,,
2096,CN3910900000000,39,109,"Miami County, OH",,,,
2097,CN3911100000000,39,111,"Monroe County, OH",,,,
2098,CN3911300000000,39,113,"Montgomery County, OH",,,,
2099,CN3911500000000,39,115,"Morgan County, OH",,,,
2100,CN3911700000000,39,117,"Morrow County, OH",,,,
2101,CN3911900000000,39,119,"Muskingum County, OH",,,,
2102,CN3912100000000,39,121,"Noble County, OH",,,,
2103,CN3912300000000,39,123,"Ottawa County, OH",,,,
2104,CN3912500000000,39,125,"Paulding County, OH",,,,
2105,CN3912700000000,39,127,"Perry County, OH",,,,
2106,CN3912900000000,39,129,"Pickaway County, OH",,,,
2107,CN3913100000000,39,131,"Pike County, OH",,,,
2108,CN3913300000000,39,133,"Portage County, OH",,,,
2109,CN3913500000000,39,135,"Preble County, OH",,,,
2110,CN3913700000000,39,137,"Putnam County, OH",,,,
2111,CN3913900000000,39,139,"Richland County, OH",,,,
2112,CN3914100000000,39,141,"Ross County, OH",,,,
2113,CN3914300000000,39,143,"Sandusky County, OH",,,,
2114,CN3914500000000,39,145,"Scioto County, OH",,,,
2115,CN3914700000000,39,147,"Seneca County, OH",,,,
2116,CN3914900000000,39,149,"Shelby County, OH",,,,
2117,CN3915100000000,39,151,"Stark County, OH",,,,
2118,CN3915300000000,39,153,"Summit County, OH",,,,
2119,CN3915500000000,39,155,"Trumbull County, OH",,,,
2120,CN3915700000000,39,157,"Tuscarawas County, OH",,,,
2121,CN3915900000000,39,159,"Union County, OH",,,,
2122,CN3916100000000,39,161,"Van Wert County, OH",,,,
2123,CN3916300000000,39,163,"Vinton County, OH",,,,
2124,CN3916500000000,39,165,"Warren County, OH",,,,
2125,CN3916700000000,39,167,"Washington County, OH",,,,
2126,CN3916900000000,39,169,"Wayne County, OH",,,,
2127,CN3917100000000,39,171,"Williams County, OH",,,,
2128,CN3917300000000,39,173,"Wood County, OH",,,,
2129,CN3917500000000,39,175,"Wyandot County, OH",,,,
2130,CN4000100000000,40,1,"Adair County, OK",,,,
2131,CN4000300000000,40,3,"Alfalfa County, OK",,,,
2132,CN4000500000000,40,5,"Atoka County, OK",,,,
2133,CN4000700000000,40,7,"Beaver County, OK",,,,
2134,CN4000900000000,40,9,"Beckham County, OK",,,,
2135,CN4001100000000,40,11,"Blaine County, OK",,,,
2136,CN4001300000000,40,13,"Bryan County, OK",,,,
2137,CN4001500000000,40,15,"Caddo County, OK",,,,
2138,CN4001700000000,40,17,"Canadian County, OK",,,,
2139,CN4001900000000,40,19,"Carter County, OK",,,,
2140,CN4002100000000,40,21,"Cherokee County, OK",,,,
2141,CN4002300000000,40,23,"Choctaw County, OK",,,,
2142,CN4002500000000,40,25,"Cimarron County, OK",,,,
2143,CN4002700000000,40,27,"Cleveland County, OK",,,,
2144,CN4002900000000,40,29,"Coal County, OK",,,,
2145,CN4003100000000,40,31,"Comanche County, OK",,,,
2146,CN4003300000000,40,33,"Cotton County, OK",,,,
2147,CN4003500000000,40,35,"Craig County, OK",,,,
2148,CN4003700000000,40,37,"Creek County, OK",,,,
2149,CN4003900000000,40,39,"Custer County, OK",,,,
2150,CN4004100000000,40,41,"Delaware County, OK",,,,
2151,CN4004300000000,40,43,"Dewey County, OK",,,,
2152,CN4004500000000,40,45,"Ellis County, OK",,,,
2153,CN4004700000000,40,47,"Garfield County, OK",,,,
2154,CN4004900000000,40,49,"Garvin County, OK",,,,
2155,CN4005100000000,40,51,"Grady County, OK",,,,
2156,CN4005300000000,40,53,"Grant County, OK",,,,
2157,CN4005500000000,40,55,"Greer County, OK",,,,
2158,CN4005700000000,40,57,"Harmon County, OK",,,,
2159,CN4005900000000,40,59,"Harper County, OK",,,,
2160,CN4006100000000,40,61,"Haskell County, OK",,,,
2161,CN4006300000000,40,63,"Hughes County, OK",,,,
2162,CN4006500000000,40,65,"Jackson County, OK",,,,
2163,CN4006700000000,40,67,"Jefferson County, OK",,,,
2164,CN4006900000000,40,69,"Johnston County, OK",,,,
2165,CN4007100000000,40,71,"Kay County, OK",,,,
2166,CN4007300000000,40,73,"Kingfisher County, OK",,,,
2167,CN4007500000000,40,75,"Kiowa County, OK",,,,
2168,CN4007700000000,40,77,"Latimer County, OK",,,,
2169,CN4007900000000,40,79,"Le Flore County, OK",,,,
2170,CN4008100000000,40,81,"Lincoln County, OK",,,,
2171,CN4008300000000,40,83,"Logan County, OK",,,,
2172,CN4008500000000,40,85,"Love County, OK",,,,
2173,CN4008700000000,40,87,"McClain County, OK",,,,
2174,CN4008900000000,40,89,"McCurtain County, OK",,,,
2175,CN4009100000000,40,91,"McIntosh County, OK",,,,
2176,CN4009300000000,40,93,"Major County, OK",,,,
2177,CN4009500000000,40,95,"Marshall County, OK",,,,
2178,CN4009700000000,40,97,"Mayes County, OK",,,,
2179,CN4009900000000,40,99,"Murray County, OK",,,,
2180,CN4010100000000,40,101,"Muskogee County, OK",,,,
2181,CN4010300000000,40,103,"Noble County, OK",,,,
2182,CN4010500000000,40,105,"Nowata County, OK",,,,
2183,CN4010700000000,40,107,"Okfuskee County, OK",,,,
2184,CN4010900000000,40,109,"Oklahoma County, OK",,,,
2185,CN4011100000000,40,111,"Okmulgee County, OK",,,,
2186,CN4011300000000,40,113,"Osage County, OK",,,,
2187,CN4011500000000,40,115,"Ottawa County, OK",,,,
2188,CN4011700000000,40,117,"Pawnee County, OK",,,,
2189,CN4011900000000,40,119,"Payne County, OK",,,,
2190,CN4012100000000,40,121,"Pittsburg County, OK",,,,
2191,CN4012300000000,40,123,"Pontotoc County, OK",,,,
2192,CN4012500000000,40,125,"Pottawatomie County, OK",,,,
2193,CN4012700000000,40,127,"Pushmataha County, OK",,,,
2194,CN4012900000000,40,129,"Roger Mills County, OK",,,,
2195,CN4013100000000,40,131,"Rogers County, OK",,,,
2196,CN4013300000000,40,133,"Seminole County, OK",,,,
2197,CN4013500000000,40,135,"Sequoyah County, OK",,,,
2198,CN4013700000000,40,137,"Stephens County, OK",,,,
2199,CN4013900000000,40,139,"Texas County, OK",,,,
2200,CN4014100000000,40,141,"Tillman County, OK",,,,
2201,CN4014300000000,40,143,"Tulsa County, OK",,,,
2202,CN4014500000000,40,145,"Wagoner County, OK",,,,
2203,CN4014700000000,40,147,"Washington County, OK",,,,
2204,CN4014900000000,40,149,"Washita County, OK",,,,
2205,CN4015100000000,40,151,"Woods County, OK",,,,
2206,CN4015300000000,40,153,"Woodward County, OK",,,,
2207,CN4100100000000,41,1,"Baker County, OR",,,,
2208,CN4100300000000,41,3,"Benton County, OR",,,,
2209,CN4100500000000,41,5,"Clackamas County, OR",,,,
2210,CN4100700000000,41,7,"Clatsop County, OR",,,,
2211,CN4100900000000,41,9,"Columbia County, OR",,,,
2212,CN4101100000000,41,11,"Coos County, OR",,,,
2213,CN4101300000000,41,13,"Crook County, OR",,,,
2214,CN4101500000000,41,15,"Curry County, OR",,,,
2215,CN4101700000000,41,17,"Deschutes County, OR",,,,
2216,CN4101900000000,41,19,"Douglas County, OR",,,,
2217,CN4102100000000,41,21,"Gilliam County, OR",,,,
2218,CN4102300000000,41,23,"Grant County, OR",,,,
2219,CN4102500000000,41,25,"Harney County, OR",,,,
2220,CN4102700000000,41,27,"Hood River County, OR",,,,
2221,CN4102900000000,41,29,"Jackson County, OR",,,,
2222,CN4103100000000,41,31,"Jefferson County, OR",,,,
2223,CN4103300000000,41,33,"Josephine County, OR",,,,
2224,CN4103500000000,41,35,"Klamath County, OR",,,,
2225,CN4103700000000,41,37,"Lake County, OR",,,,
2226,CN4103900000000,41,39,"Lane County, OR",,,,
2227,CN4104100000000,41,41,"Lincoln County, OR",,,,
2228,CN4104300000000,41,43,"Linn County, OR",,,,
2229,CN4104500000000,41,45,"Malheur County, OR",,,,
2230,CN4104700000000,41,47,"Marion County, OR",,,,
2231,CN4104900000000,41,49,"Morrow County, OR",,,,
2232,CN4105100000000,41,51,"Multnomah County, OR",,,,
2233,CN4105300000000,41,53,"Polk County, OR",,,,
2234,CN4105500000000,41,55,"Sherman County, OR",,,,
2235,CN4105700000000,41,57,"Tillamook County, OR",,,,
2236,CN4105900000000,41,59,"Umatilla County, OR",,,,
2237,CN4106100000000,41,61,"Union County, OR",,,,
2238,CN4106300000000,41,63,"Wallowa County, OR",,,,
2239,CN4106500000000,41,65,"Wasco County, OR",,,,
2240,CN4106700000000,41,67,"Washington County, OR",,,,
2241,CN4106900000000,41,69,"Wheeler County, OR",,,,
2242,CN4107100000000,41,71,"Yamhill County, OR",,,,
2243,CN4200100000000,42,1,"Adams County, PA",,,,
2244,CN4200300000000,42,3,"Allegheny County, PA",,,,
2245,CN4200500000000,42,5,"Armstrong County, PA",,,,
2246,CN4200700000000,42,7,"Beaver County, PA",,,,
2247,CN4200900000000,42,9,"Bedford County, PA",,,,
2248,CN4201100000000,42,11,"Berks County, PA",,,,
2249,CN4201300000000,42,13,"Blair County, PA",,,,
2250,CN4201500000000,42,15,"Bradford County, PA",,,,
2251,CN4201700000000,42,17,"Bucks County, PA",,,,
2252,CN4201900000000,42,19,"Butler County, PA",,,,
2253,CN4202100000000,42,21,"Cambria County, PA",,,,
2254,CN4202300000000,42,23,"Cameron County, PA",,,,
2255,CN4202500000000,42,25,"Carbon County, PA",,,,
2256,CN4202700000000,42,27,"Centre County, PA",,,,
2257,CN4202900000000,42,29,"Chester County, PA",,,,
2258,CN4203100000000,42,31,"Clarion County, PA",,,,
2259,CN4203300000000,42,33,"Clearfield County, PA",,,,
2260,CN4203500000000,42,35,"Clinton County, PA",,,,
2261,CN4203700000000,42,37,"Columbia County, PA",,,,
2262,CN4203900000000,42,39,"Crawford County, PA",,,,
2263,CN4204100000000,42,41,"Cumberland County, PA",,,,
2264,CN4204300000000,42,43,"Dauphin County, PA",,,,
2265,CN4204500000000,42,45,"Delaware County, PA",,,,
2266,CN4204700000000,42,47,"Elk County, PA",,,,
2267,CN4204900000000,42,49,"Erie County, PA",,,,
2268,CN4205100000000,42,51,"Fayette County, PA",,,,
2269,CN4205300000000,42,53,"Forest County, PA",,,,
2270,CN4205500000000,42,55,"Franklin County, PA",,,,
2271,CN4205700000000,42,57,"Fulton County, PA",,,,
2272,CN4205900000000,42,59,"Greene County, PA",,,,
2273,CN4206100000000,42,61,"Huntingdon County, PA",,,,
2274,CN4206300000000,42,63,"Indiana County, PA",,,,
2275,CN4206500000000,42,65,"Jefferson County, PA",,,,
2276,CN4206700000000,42,67,"Juniata County, PA",,,,
2277,CN4206900000000,42,69,"Lackawanna County, PA",,,,
2278,CN4207100000000,42,71,"Lancaster County, PA",,,,
2279,CN4207300000000,42,73,"Lawrence County, PA",,,,
2280,CN4207500000000,42,75,"Lebanon County, PA",,,,
2281,CN4207700000000,42,77,"Lehigh County, PA",,,,
2282,CN4207900000000,42,79,"Luzerne County, PA",,,,
2283,CN4208100000000,42,81,"Lycoming County, PA",,,,
2284,CN4208300000000,42,83,"McKean County, PA",,,,
2285,CN4208500000000,42,85,"Mercer County, PA",,,,
2286,CN4208700000000,42,87,"Mifflin County, PA",,,,
2287,CN4208900000000,42,89,"Monroe County, PA",,,,
2288,CN4209100000000,42,91,"Montgomery County, PA",,,,
2289,CN4209300000000,42,93,"Montour County, PA",,,,
2290,CN4209500000000,42,95,"Northampton County, PA",,,,
2291,CN4209700000000,42,97,"Northumberland County, PA",,,,
2292,CN4209900000000,42,99,"Perry County, PA",,,,
2293,CN4210100000000,42,101,"Philadelphia County/city, PA",,,,
2294,CN4210300000000,42,103,"Pike County, PA",,,,
2295,CN4210500000000,42,105,"Potter County, PA",,,,
2296,CN4210700000000,42,107,"Schuylkill County, PA",,,,
2297,CN4210900000000,42,109,"Snyder County, PA",,,,
2298,CN4211100000000,42,111,"Somerset County, PA",,,,
2299,CN4211300000000,42,113,"Sullivan County, PA",,,,
2300,CN4211500000000,42,115,"Susquehanna County, PA",,,,
2301,CN4211700000000,42,117,"Tioga County, PA",,,,
2302,CN4211900000000,42,119,"Union County, PA",,,,
2303,CN4212100000000,42,121,"Venango County, PA",,,,
2304,CN4212300000000,42,123,"Warren County, PA",,,,
2305,CN4212500000000,42,125,"Washington County, PA",,,,
2306,CN4212700000000,42,127,"Wayne County, PA",,,,
2307,CN4212900000000,42,129,"Westmoreland County, PA",,,,
2308,CN4213100000000,42,131,"Wyoming County, PA",,,,
2309,CN4213300000000,42,133,"York County, PA",,,,
2310,CN4400100000000,44,1,"Bristol County, RI",,,,
2311,CN4400300000000,44,3,"Kent County, RI",,,,
2312,CN4400500000000,44,5,"Newport County, RI",,,,
2313,CN4400700000000,44,7,"Providence County, RI",,,,
2314,CN4400900000000,44,9,"Washington County, RI",,,,
2315,CN4500100000000,45,1,"Abbeville County, SC",,,,
2316,CN4500300000000,45,3,"Aiken County, SC",,,,
2317,CN4500500000000,45,5,"Allendale County, SC",,,,
2318,CN4500700000000,45,7,"Anderson County, SC",,,,
2319,CN4500900000000,45,9,"Bamberg County, SC",,,,
2320,CN4501100000000,45,11,"Barnwell County, SC",,,,
2321,CN4501300000000,45,13,"Beaufort County, SC",,,,
2322,CN4501500000000,45,15,"Berkeley County, SC",,,,
2323,CN4501700000000,45,17,"Calhoun County, SC",,,,
2324,CN4501900000000,45,19,"Charleston County, SC",,,,
2325,CN4502100000000,45,21,"Cherokee County, SC",,,,
2326,CN4502300000000,45,23,"Chester County, SC",,,,
2327,CN4502500000000,45,25,"Chesterfield County, SC",,,,
2328,CN4502700000000,45,27,"Clarendon County, SC",,,,
2329,CN4502900000000,45,29,"Colleton County, SC",,,,
2330,CN4503100000000,45,31,"Darlington County, SC",,,,
2331,CN4503300000000,45,33,"Dillon County, SC",,,,
2332,CN4503500000000,45,35,"Dorchester County, SC",,,,
2333,CN4503700000000,45,37,"Edgefield County, SC",,,,
2334,CN4503900000000,45,39,"Fairfield County, SC",,,,
2335,CN4504100000000,45,41,"Florence County, SC",,,,
2336,CN4504300000000,45,43,"Georgetown County, SC",,,,
2337,CN4504500000000,45,45,"Greenville County, SC",,,,
2338,CN4504700000000,45,47,"Greenwood County, SC",,,,
2339,CN4504900000000,45,49,"Hampton County, SC",,,,
2340,CN4505100000000,45,51,"Horry County, SC",,,,
2341,CN4505300000000,45,53,"Jasper County, SC",,,,
2342,CN4505500000000,45,55,"Kershaw County, SC",,,,
2343,CN4505700000000,45,57,"Lancaster County, SC",,,,
2344,CN4505900000000,45,59,"Laurens County, SC",,,,
2345,CN4506100000000,45,61,"Lee County, SC",,,,
2346,CN4506300000000,45,63,"Lexington County, SC",,,,
2347,CN4506500000000,45,65,"McCormick County, SC",,,,
2348,CN4506700000000,45,67,"Marion County, SC",,,,
2349,CN4506900000000,45,69,"Marlboro County, SC",,,,
2350,CN4507100000000,45,71,"Newberry County, SC",,,,
2351,CN4507300000000,45,73,"Oconee County, SC",,,,
2352,CN4507500000000,45,75,"Orangeburg County, SC",,,,
2353,CN4507700000000,45,77,"Pickens County, SC",,,,
2354,CN4507900000000,45,79,"Richland County, SC",,,,
2355,CN4508100000000,45,81,"Saluda County, SC",,,,
2356,CN4508300000000,45,83,"Spartanburg County, SC",,,,
2357,CN4508500000000,45,85,"Sumter County, SC",,,,
2358,CN4508700000000,45,87,"Union County, SC",,,,
2359,CN4508900000000,45,89,"Williamsburg County, SC",,,,
2360,CN4509100000000,45,91,"York County, SC",,,,
2361,CN4600300000000,46,3,"Aurora County, SD",,,,
2362,CN4600500000000,46,5,"Beadle County, SD",,,,
2363,CN4600700000000,46,7,"Bennett County, SD",,,,
2364,CN4600900000000,46,9,"Bon Homme County, SD",,,,
2365,CN4601100000000,46,11,"Brookings County, SD",,,,
2366,CN4601300000000,46,13,"Brown County, SD",,,,
2367,CN4601500000000,46,15,"Brule County, SD",,,,
2368,CN4601700000000,46,17,"Buffalo County, SD",,,,
2369,CN4601900000000,46,19,"Butte County, SD",,,,
2370,CN4602100000000,46,21,"Campbell County, SD",,,,
2371,CN4602300000000,46,23,"Charles Mix County, SD",,,,
2372,CN4602500000000,46,25,"Clark County, SD",,,,
2373,CN4602700000000,46,27,"Clay County, SD",,,,
2374,CN4602900000000,46,29,"Codington County, SD",,,,
2375,CN4603100000000,46,31,"Corson County, SD",,,,
2376,CN4603300000000,46,33,"Custer County, SD",,,,
2377,CN4603500000000,46,35,"Davison County, SD",,,,
2378,CN4603700000000,46,37,"Day County, SD",,,,
2379,CN4603900000000,46,39,"Deuel County, SD",,,,
2380,CN4604100000000,46,41,"Dewey County, SD",,,,
2381,CN4604300000000,46,43,"Douglas County, SD",,,,
2382,CN4604500000000,46,45,"Edmunds County, SD",,,,
2383,CN4604700000000,46,47,"Fall River County, SD",,,,
2384,CN4604900000000,46,49,"Faulk County, SD",,,,
2385,CN4605100000000,46,51,"Grant County, SD",,,,
2386,CN4605300000000,46,53,"Gregory County, SD",,,,
2387,CN4605500000000,46,55,"Haakon County, SD",,,,
2388,CN4605700000000,46,57,"Hamlin County, SD",,,,
2389,CN4605900000000,46,59,"Hand County, SD",,,,
2390,CN4606100000000,46,61,"Hanson County, SD",,,,
2391,CN4606300000000,46,63,"Harding County, SD",,,,
2392,CN4606500000000,46,65,"Hughes County, SD",,,,
2393,CN4606700000000,46,67,"Hutchinson County, SD",,,,
2394,CN4606900000000,46,69,"Hyde County, SD",,,,
2395,CN4607100000000,46,71,"Jackson County, SD",,,,
2396,CN4607300000000,46,73,"Jerauld County, SD",,,,
2397,CN4607500000000,46,75,"Jones County, SD",,,,
2398,CN4607700000000,46,77,"Kingsbury County, SD",,,,
2399,CN4607900000000,46,79,"Lake County, SD",,,,
2400,CN4608100000000,46,81,"Lawrence County, SD",,,,
2401,CN4608300000000,46,83,"Lincoln County, SD",,,,
2402,CN4608500000000,46,85,"Lyman County, SD",,,,
2403,CN4608700000000,46,87,"McCook County, SD",,,,
2404,CN4608900000000,46,89,"McPherson County, SD",,,,
2405,CN4609100000000,46,91,"Marshall County, SD",,,,
2406,CN4609300000000,46,93,"Meade County, SD",,,,
2407,CN4609500000000,46,95,"Mellette County, SD",,,,
2408,CN4609700000000,46,97,"Miner County, SD",,,,
2409,CN4609900000000,46,99,"Minnehaha County, SD",,,,
2410,CN4610100000000,46,101,"Moody County, SD",,,,
